E1,A1,Z1,E2,A2,Z2,E3,A3,Z3,E4,A4,Z4,MeV
Н,1.0,1.0,Y,89.0,39.0,Mg,26.0,12.0,Ni,64.0,28.0,2.5196915404958418
Н,1.0,1.0,Y,89.0,39.0,Ar,40.0,18.0,Ti,50.0,22.0,5.6644156221009325
Н,1.0,1.0,Y,89.0,39.0,Ca,42.0,20.0,Ca,48.0,20.0,2.1089026424015174
Н,1.0,1.0,Y,89.0,39.0,Ca,44.0,20.0,Ca,46.0,20.0,3.7967699516011635
D,2.0,1.0,Y,89.0,39.0,Не,4.0,2.0,Sr,87.0,38.0,7.488281069890945
D,2.0,1.0,Y,89.0,39.0,Ne,21.0,10.0,Zn,70.0,30.0,0.3120505234983284
D,2.0,1.0,Y,89.0,39.0,Ca,43.0,20.0,Ca,48.0,20.0,7.8143040049035335
Н,1.0,1.0,Zr,90.0,40.0,Mg,26.0,12.0,Cu,65.0,29.0,1.6468815687985625
Н,1.0,1.0,Zr,90.0,40.0,Al,27.0,13.0,Ni,64.0,28.0,2.4693908590998035
Н,1.0,1.0,Zr,90.0,40.0,Cl,37.0,17.0,Cr,54.0,24.0,6.865111516992329
Н,1.0,1.0,Zr,90.0,40.0,Ar,40.0,18.0,V,51.0,23.0,5.386830380302854
Н,1.0,1.0,Zr,90.0,40.0,K,41.0,19.0,Ti,50.0,22.0,5.1418474320089445
Н,1.0,1.0,Zr,90.0,40.0,Sc,45.0,21.0,Ca,46.0,20.0,2.3632005316903815
D,2.0,1.0,Zr,90.0,40.0,Н,1.0,1.0,Zr,91.0,40.0,4.980698952713283
D,2.0,1.0,Zr,91.0,40.0,Н,1.0,1.0,Zr,92.0,40.0,6.461774571696878
D,2.0,1.0,Zr,91.0,40.0,Не,4.0,2.0,Y,89.0,39.0,10.543581717894995
D,2.0,1.0,Zr,91.0,40.0,C,12.0,6.0,Br,81.0,35.0,2.8019342527986737
D,2.0,1.0,Zr,91.0,40.0,N,15.0,7.0,Se,78.0,34.0,1.7661128135805484
D,2.0,1.0,Zr,91.0,40.0,Ne,22.0,10.0,Ga,71.0,31.0,2.912782050698297
D,2.0,1.0,Zr,91.0,40.0,Na,23.0,11.0,Zn,70.0,30.0,3.9411515371029964
D,2.0,1.0,Zr,91.0,40.0,Sc,45.0,21.0,Ca,48.0,20.0,10.311639686988201
Н,1.0,1.0,Zr,92.0,40.0,Не,4.0,2.0,Y,89.0,39.0,4.081807146198116
Н,1.0,1.0,Zr,92.0,40.0,Sc,45.0,21.0,Ca,48.0,20.0,3.8498651152913226
Н,1.0,1.0,Mo,92.0,42.0,Mg,24.0,12.0,Ga,69.0,31.0,3.155902010810678
Н,1.0,1.0,Mo,92.0,42.0,Al,27.0,13.0,Zn,66.0,30.0,6.0845194612047635
Н,1.0,1.0,Mo,92.0,42.0,Si,28.0,14.0,Cu,65.0,29.0,8.757907528197393
Н,1.0,1.0,Mo,92.0,42.0,Si,30.0,14.0,Cu,63.0,29.0,10.021945021901047
Н,1.0,1.0,Mo,92.0,42.0,P,31.0,15.0,Ni,62.0,28.0,11.184449658700032
Н,1.0,1.0,Mo,92.0,42.0,S,34.0,16.0,Co,59.0,27.0,12.165312946002814
Н,1.0,1.0,Mo,92.0,42.0,Cl,35.0,17.0,Fe,58.0,26.0,11.166751270793611
Н,1.0,1.0,Mo,92.0,42.0,Cl,37.0,17.0,Fe,56.0,26.0,12.376762106694514
Н,1.0,1.0,Mo,92.0,42.0,Ar,38.0,18.0,Mn,55.0,25.0,12.42240531760035
Н,1.0,1.0,Mo,92.0,42.0,K,39.0,19.0,Cr,54.0,24.0,10.732675020204624
Н,1.0,1.0,Mo,92.0,42.0,K,40.0,19.0,Cr,53.0,24.0,8.808208209607983
Н,1.0,1.0,Mo,92.0,42.0,K,41.0,19.0,Cr,52.0,24.0,10.959959580592113
Н,1.0,1.0,Mo,92.0,42.0,Ca,42.0,20.0,V,51.0,23.0,10.720565596915549
Н,1.0,1.0,Mo,92.0,42.0,Ca,43.0,20.0,V,50.0,23.0,7.610306796996156
Н,1.0,1.0,Mo,92.0,42.0,Sc,45.0,21.0,Ti,48.0,22.0,9.545951536798384
D,2.0,1.0,Mo,92.0,42.0,N,14.0,7.0,Kr,80.0,36.0,0.7144559747102903
D,2.0,1.0,Mo,92.0,42.0,Mg,25.0,12.0,Ga,69.0,31.0,8.262352667021332
D,2.0,1.0,Mo,92.0,42.0,Al,27.0,13.0,Zn,67.0,30.0,10.905932922803913
D,2.0,1.0,Mo,92.0,42.0,Si,29.0,14.0,Cu,65.0,29.0,15.011027421511244
D,2.0,1.0,Mo,92.0,42.0,Cl,37.0,17.0,Fe,57.0,26.0,17.793400298192864
D,2.0,1.0,Mo,92.0,42.0,K,40.0,19.0,Cr,54.0,24.0,16.305804220522987
D,2.0,1.0,Mo,92.0,42.0,K,41.0,19.0,Cr,53.0,24.0,16.67933335460839
D,2.0,1.0,Mo,92.0,42.0,Ca,43.0,20.0,V,51.0,23.0,16.425966959417565
D,2.0,1.0,Mo,92.0,42.0,Ca,44.0,20.0,V,50.0,23.0,16.521910851704888
D,2.0,1.0,Mo,92.0,42.0,Sc,45.0,21.0,Ti,49.0,22.0,15.468391024594894
Н,1.0,1.0,Nb,93.0,41.0,Не,4.0,2.0,Zr,90.0,40.0,6.4478021601826185
Н,1.0,1.0,Nb,93.0,41.0,C,12.0,6.0,Kr,82.0,36.0,0.3372008641890716
Н,1.0,1.0,Nb,93.0,41.0,O,16.0,8.0,Se,78.0,34.0,1.4736236661847215
Н,1.0,1.0,Nb,93.0,41.0,Ne,20.0,10.0,Ge,74.0,32.0,0.23566800729895476
Н,1.0,1.0,Nb,93.0,41.0,Ne,22.0,10.0,Ge,72.0,32.0,0.3521047697868198
Н,1.0,1.0,Nb,93.0,41.0,Mg,24.0,12.0,Zn,70.0,30.0,3.215517633187119
Н,1.0,1.0,Nb,93.0,41.0,Mg,26.0,12.0,Zn,68.0,30.0,5.951315804893966
Н,1.0,1.0,Nb,93.0,41.0,Si,30.0,14.0,Ni,64.0,28.0,11.294365962501615
Н,1.0,1.0,Nb,93.0,41.0,Ar,40.0,18.0,Cr,54.0,24.0,11.720058766193688
Н,1.0,1.0,Nb,93.0,41.0,Ca,44.0,20.0,Ti,50.0,22.0,12.635717466502683
Н,1.0,1.0,Nb,93.0,41.0,Ca,46.0,20.0,Ti,48.0,22.0,11.37167997279903
Н,1.0,1.0,Nb,93.0,41.0,Ti,46.0,22.0,Ca,48.0,20.0,8.242791290889727
D,2.0,1.0,Nb,93.0,41.0,Не,4.0,2.0,Zr,91.0,40.0,11.428501112895901
D,2.0,1.0,Nb,93.0,41.0,C,12.0,6.0,Kr,83.0,36.0,5.580581153102685
D,2.0,1.0,Nb,93.0,41.0,C,13.0,6.0,Kr,82.0,36.0,3.059958118494251
D,2.0,1.0,Nb,93.0,41.0,N,14.0,7.0,Br,81.0,35.0,0.49928083759732544
D,2.0,1.0,Nb,93.0,41.0,O,17.0,8.0,Se,78.0,34.0,3.3906385239824886
D,2.0,1.0,Nb,93.0,41.0,O,18.0,8.0,Se,77.0,34.0,0.9575759347935673
D,2.0,1.0,Nb,93.0,41.0,Ne,21.0,10.0,Ge,74.0,32.0,4.772044274301152
D,2.0,1.0,Nb,93.0,41.0,Ne,22.0,10.0,Ge,73.0,32.0,5.008643775683595
D,2.0,1.0,Nb,93.0,41.0,Mg,25.0,12.0,Zn,70.0,30.0,8.321968289397773
D,2.0,1.0,Nb,93.0,41.0,Ca,46.0,20.0,Ti,49.0,22.0,17.29411946059554
D,2.0,1.0,Nb,93.0,41.0,Ti,47.0,22.0,Ca,48.0,20.0,14.904837094101822
Н,1.0,1.0,Mo,94.0,42.0,Na,23.0,11.0,Ge,72.0,32.0,0.6613608110055793
Н,1.0,1.0,Mo,94.0,42.0,Mg,24.0,12.0,Ga,71.0,31.0,2.496404188001179
Н,1.0,1.0,Mo,94.0,42.0,Mg,26.0,12.0,Ga,69.0,31.0,3.9979726772144204
Н,1.0,1.0,Mo,94.0,42.0,Al,27.0,13.0,Zn,68.0,30.0,5.742661126510939
Н,1.0,1.0,Mo,94.0,42.0,Si,30.0,14.0,Cu,65.0,29.0,10.263201993802795
Н,1.0,1.0,Mo,94.0,42.0,P,31.0,15.0,Ni,64.0,28.0,10.100190526311053
Н,1.0,1.0,Mo,94.0,42.0,Cl,37.0,17.0,Fe,58.0,26.0,12.479226457697223
Н,1.0,1.0,Mo,94.0,42.0,Ar,40.0,18.0,Mn,55.0,25.0,11.296228950697696
Н,1.0,1.0,Mo,94.0,42.0,K,41.0,19.0,Cr,54.0,24.0,11.039136579114711
Н,1.0,1.0,Mo,94.0,42.0,Ca,44.0,20.0,V,51.0,23.0,12.199778227717616
Н,1.0,1.0,Mo,94.0,42.0,Sc,45.0,21.0,Ti,50.0,22.0,11.043794049604912
D,2.0,1.0,Mo,94.0,42.0,Н,1.0,1.0,Mo,95.0,42.0,4.934124247709406
D,2.0,1.0,Mo,94.0,42.0,N,14.0,7.0,Kr,82.0,36.0,1.9719730097131105
D,2.0,1.0,Mo,94.0,42.0,O,17.0,8.0,Br,79.0,35.0,1.2668319760123268
D,2.0,1.0,Mo,94.0,42.0,F,19.0,9.0,Se,77.0,34.0,0.4685415323183406
D,2.0,1.0,Mo,94.0,42.0,Ne,21.0,10.0,As,75.0,33.0,3.1791893633053405
D,2.0,1.0,Mo,94.0,42.0,Na,23.0,11.0,Ge,73.0,32.0,5.317899816902354
D,2.0,1.0,Mo,94.0,42.0,Mg,25.0,12.0,Ga,71.0,31.0,7.6028548442118336
D,2.0,1.0,Mo,94.0,42.0,Ca,46.0,20.0,V,50.0,23.0,16.755715870822314
Н,1.0,1.0,Mo,95.0,42.0,Na,23.0,11.0,Ge,73.0,32.0,0.38377556919294875
Н,1.0,1.0,Mo,95.0,42.0,Mg,25.0,12.0,Ga,71.0,31.0,2.668730596502428
Н,1.0,1.0,Mo,95.0,42.0,Ca,46.0,20.0,V,50.0,23.0,11.821591623112909
D,2.0,1.0,Mo,95.0,42.0,Н,1.0,1.0,Mo,96.0,42.0,6.936836562716053
D,2.0,1.0,Mo,95.0,42.0,Не,4.0,2.0,Nb,93.0,41.0,10.431802425911883
D,2.0,1.0,Mo,95.0,42.0,B,11.0,5.0,Sr,86.0,38.0,1.1708880837104516
D,2.0,1.0,Mo,95.0,42.0,C,12.0,6.0,Rb,85.0,37.0,7.556280139207956
D,2.0,1.0,Mo,95.0,42.0,N,14.0,7.0,Kr,83.0,36.0,2.281229050917318
D,2.0,1.0,Mo,95.0,42.0,N,15.0,7.0,Kr,82.0,36.0,5.804139737112564
D,2.0,1.0,Mo,95.0,42.0,O,16.0,8.0,Br,81.0,35.0,7.976383978311787
D,2.0,1.0,Mo,95.0,42.0,O,18.0,8.0,Br,79.0,35.0,2.1554773474199465
D,2.0,1.0,Mo,95.0,42.0,F,19.0,9.0,Se,78.0,34.0,3.7902494929003296
D,2.0,1.0,Mo,95.0,42.0,Ne,22.0,10.0,As,75.0,33.0,6.387255043708137
D,2.0,1.0,Mo,95.0,42.0,Na,23.0,11.0,Ge,74.0,32.0,8.289365995922708
D,2.0,1.0,Mo,95.0,42.0,Mg,26.0,12.0,Ga,71.0,31.0,11.542143393104197
D,2.0,1.0,Mo,95.0,42.0,Al,27.0,13.0,Zn,70.0,30.0,12.05260215990711
D,2.0,1.0,Mo,95.0,42.0,Ca,46.0,20.0,V,51.0,23.0,20.637251785505214
Н,1.0,1.0,Mo,96.0,42.0,Не,4.0,2.0,Nb,93.0,41.0,3.49496586319583
Н,1.0,1.0,Mo,96.0,42.0,C,12.0,6.0,Rb,85.0,37.0,0.6194435764919035
Н,1.0,1.0,Mo,96.0,42.0,O,16.0,8.0,Br,81.0,35.0,1.0395474155957345
Н,1.0,1.0,Mo,96.0,42.0,Na,23.0,11.0,Ge,74.0,32.0,1.352529433206655
Н,1.0,1.0,Mo,96.0,42.0,Mg,26.0,12.0,Ga,71.0,31.0,4.605306830388145
Н,1.0,1.0,Mo,96.0,42.0,Al,27.0,13.0,Zn,70.0,30.0,5.115765597191057
Н,1.0,1.0,Mo,96.0,42.0,Ca,46.0,20.0,V,51.0,23.0,13.700415222789161
D,2.0,1.0,Mo,96.0,42.0,Н,1.0,1.0,Mo,97.0,42.0,4.729195545703988
D,2.0,1.0,Mo,96.0,42.0,Be,9.0,4.0,Y,89.0,39.0,0.9650278876069933
D,2.0,1.0,Mo,96.0,42.0,B,10.0,5.0,Sr,88.0,38.0,0.09594389230187517
D,2.0,1.0,Mo,96.0,42.0,B,11.0,5.0,Sr,87.0,38.0,0.42569280369207263
D,2.0,1.0,Mo,96.0,42.0,C,13.0,6.0,Rb,85.0,37.0,3.3422008307970827
D,2.0,1.0,Mo,96.0,42.0,N,14.0,7.0,Kr,84.0,36.0,3.6384159546141746
D,2.0,1.0,Mo,96.0,42.0,N,15.0,7.0,Kr,83.0,36.0,4.110683463310124
D,2.0,1.0,Mo,96.0,42.0,O,17.0,8.0,Br,81.0,35.0,2.9565622733935015
D,2.0,1.0,Mo,96.0,42.0,Ca,48.0,20.0,V,50.0,23.0,17.813893168407958
Н,1.0,1.0,Ru,96.0,44.0,Na,23.0,11.0,Se,74.0,34.0,2.982644108196837
Н,1.0,1.0,Ru,96.0,44.0,Al,27.0,13.0,Ge,70.0,32.0,8.861303373298142
Н,1.0,1.0,Ru,96.0,44.0,Si,28.0,14.0,Ga,69.0,31.0,11.938028385600774
Н,1.0,1.0,Ru,96.0,44.0,P,31.0,15.0,Zn,66.0,30.0,14.544348877403536
Н,1.0,1.0,Ru,96.0,44.0,S,32.0,16.0,Cu,65.0,29.0,14.498705666497699
Н,1.0,1.0,Ru,96.0,44.0,S,34.0,16.0,Cu,63.0,29.0,16.73429150649463
Н,1.0,1.0,Ru,96.0,44.0,Cl,35.0,17.0,Ni,62.0,28.0,16.976479972494417
Н,1.0,1.0,Ru,96.0,44.0,Cl,37.0,17.0,Ni,60.0,28.0,17.461788398592034
Н,1.0,1.0,Ru,96.0,44.0,Ar,38.0,18.0,Co,59.0,27.0,18.173449890993652
Н,1.0,1.0,Ru,96.0,44.0,K,39.0,19.0,Fe,58.0,26.0,17.17581970988249
Н,1.0,1.0,Ru,96.0,44.0,K,40.0,19.0,Fe,57.0,26.0,14.925329964302364
Н,1.0,1.0,Ru,96.0,44.0,K,41.0,19.0,Fe,56.0,26.0,17.379816917789867
Н,1.0,1.0,Ru,96.0,44.0,Ca,42.0,20.0,Mn,55.0,25.0,17.458993916297914
Н,1.0,1.0,Ru,96.0,44.0,Sc,45.0,21.0,Cr,52.0,24.0,17.690935947190155
Н,1.0,1.0,Ru,96.0,44.0,Ti,46.0,22.0,V,51.0,23.0,17.52512999738974
Н,1.0,1.0,Ru,96.0,44.0,Ti,47.0,22.0,V,50.0,23.0,15.37151563820953
D,2.0,1.0,Ru,96.0,44.0,Li,6.0,3.0,Mo,92.0,42.0,0.2664073125924915
D,2.0,1.0,Ru,96.0,44.0,N,14.0,7.0,Sr,84.0,38.0,4.735716004404821
D,2.0,1.0,Ru,96.0,44.0,Si,29.0,14.0,Ga,69.0,31.0,18.191148278900073
D,2.0,1.0,Ru,96.0,44.0,P,31.0,15.0,Zn,67.0,30.0,19.365762339002686
D,2.0,1.0,Ru,96.0,44.0,S,33.0,16.0,Cu,65.0,29.0,20.916700015499373
D,2.0,1.0,Ru,96.0,44.0,Cl,37.0,17.0,Ni,61.0,28.0,23.06099943369918
D,2.0,1.0,Ru,96.0,44.0,K,40.0,19.0,Fe,58.0,26.0,22.748948910200852
D,2.0,1.0,Ru,96.0,44.0,K,41.0,19.0,Fe,57.0,26.0,22.79645510930277
D,2.0,1.0,Ru,96.0,44.0,Ca,43.0,20.0,Mn,55.0,25.0,23.16439527879993
D,2.0,1.0,Ru,96.0,44.0,Sc,45.0,21.0,Cr,53.0,24.0,23.41030972120643
D,2.0,1.0,Ru,96.0,44.0,Ti,47.0,22.0,V,51.0,23.0,24.187175800601835
D,2.0,1.0,Ru,96.0,44.0,Ti,48.0,22.0,V,50.0,23.0,24.767496624903288
Н,1.0,1.0,Mo,97.0,42.0,Ca,48.0,20.0,V,50.0,23.0,13.08469762270397
D,2.0,1.0,Mo,97.0,42.0,Н,1.0,1.0,Mo,98.0,42.0,6.070547049690504
D,2.0,1.0,Mo,97.0,42.0,B,11.0,5.0,Sr,88.0,38.0,4.598786371701863
D,2.0,1.0,Mo,97.0,42.0,C,12.0,6.0,Rb,87.0,37.0,9.94090503519692
D,2.0,1.0,Mo,97.0,42.0,N,15.0,7.0,Kr,84.0,36.0,7.675511384019046
D,2.0,1.0,Mo,97.0,42.0,O,18.0,8.0,Br,81.0,35.0,4.050136346791987
D,2.0,1.0,Mo,97.0,42.0,F,19.0,9.0,Se,80.0,34.0,4.596923383505782
D,2.0,1.0,Mo,97.0,42.0,Na,23.0,11.0,Ge,76.0,32.0,8.121697057897109
D,2.0,1.0,Mo,97.0,42.0,Ca,48.0,20.0,V,51.0,23.0,21.900357785096276
Н,1.0,1.0,Mo,98.0,42.0,C,12.0,6.0,Rb,87.0,37.0,3.8703579855064163
Н,1.0,1.0,Mo,98.0,42.0,N,15.0,7.0,Kr,84.0,36.0,1.6049643343285425
Н,1.0,1.0,Mo,98.0,42.0,Na,23.0,11.0,Ge,76.0,32.0,2.051150008206605
Н,1.0,1.0,Mo,98.0,42.0,Ca,48.0,20.0,V,51.0,23.0,15.829810735405772
D,2.0,1.0,Mo,98.0,42.0,C,13.0,6.0,Rb,87.0,37.0,6.5931152398115955
D,2.0,1.0,Mo,98.0,42.0,N,14.0,7.0,Kr,86.0,36.0,5.35888555731799
Н,1.0,1.0,Ru,98.0,44.0,Ne,20.0,10.0,Br,79.0,35.0,2.361337543508853
Н,1.0,1.0,Ru,98.0,44.0,Na,23.0,11.0,Se,76.0,34.0,4.026848994297325
Н,1.0,1.0,Ru,98.0,44.0,Mg,24.0,12.0,As,75.0,33.0,6.241010469995672
Н,1.0,1.0,Ru,98.0,44.0,Al,27.0,13.0,Ge,72.0,32.0,9.042944722808897
Н,1.0,1.0,Ru,98.0,44.0,Si,28.0,14.0,Ga,71.0,31.0,10.766208807792282
Н,1.0,1.0,Ru,98.0,44.0,Si,30.0,14.0,Ga,69.0,31.0,12.931001096207183
Н,1.0,1.0,Ru,98.0,44.0,P,31.0,15.0,Zn,68.0,30.0,13.690168787696166
Н,1.0,1.0,Ru,98.0,44.0,S,34.0,16.0,Cu,65.0,29.0,16.463226723397383
Н,1.0,1.0,Ru,98.0,44.0,Cl,35.0,17.0,Ni,64.0,28.0,15.379899085106445
Н,1.0,1.0,Ru,98.0,44.0,Cl,37.0,17.0,Ni,62.0,28.0,17.776633404399035
Н,1.0,1.0,Ru,98.0,44.0,Ar,40.0,18.0,Co,59.0,27.0,16.534951769092004
Н,1.0,1.0,Ru,98.0,44.0,K,41.0,19.0,Fe,58.0,26.0,16.969959513793583
Н,1.0,1.0,Ru,98.0,44.0,Ca,44.0,20.0,Mn,55.0,25.0,18.425884792100987
Н,1.0,1.0,Ru,98.0,44.0,Sc,45.0,21.0,Cr,54.0,24.0,17.25779119069921
Н,1.0,1.0,Ru,98.0,44.0,Ti,48.0,22.0,V,51.0,23.0,19.93304224590247
Н,1.0,1.0,Ru,98.0,44.0,Ti,49.0,22.0,V,50.0,23.0,17.039821571306675
D,2.0,1.0,Ru,98.0,44.0,Н,1.0,1.0,Ru,99.0,44.0,5.306721887711319
D,2.0,1.0,Ru,98.0,44.0,B,10.0,5.0,Zr,90.0,40.0,2.18249067630677
D,2.0,1.0,Ru,98.0,44.0,N,14.0,7.0,Sr,86.0,38.0,6.613608110012137
D,2.0,1.0,Ru,98.0,44.0,Ne,21.0,10.0,Br,79.0,35.0,6.89771381051105
D,2.0,1.0,Ru,98.0,44.0,Na,23.0,11.0,Se,77.0,34.0,9.217134119520779
D,2.0,1.0,Ru,98.0,44.0,Mg,25.0,12.0,As,75.0,33.0,11.347461126206326
D,2.0,1.0,Ru,98.0,44.0,Al,27.0,13.0,Ge,73.0,32.0,13.699483728705673
D,2.0,1.0,Ru,98.0,44.0,Si,29.0,14.0,Ga,71.0,31.0,17.01932870109158
D,2.0,1.0,Ru,98.0,44.0,Ti,49.0,22.0,V,51.0,23.0,25.85548173369898
D,2.0,1.0,Ru,98.0,44.0,Ti,50.0,22.0,V,50.0,23.0,25.753017382710823
Н,1.0,1.0,Ru,99.0,44.0,N,14.0,7.0,Sr,86.0,38.0,1.3068862223008182
Н,1.0,1.0,Ru,99.0,44.0,Ne,21.0,10.0,Br,79.0,35.0,1.5909919227997307
Н,1.0,1.0,Ru,99.0,44.0,Na,23.0,11.0,Se,77.0,34.0,3.9104122318094596
Н,1.0,1.0,Ru,99.0,44.0,Mg,25.0,12.0,As,75.0,33.0,6.040739238495007
Н,1.0,1.0,Ru,99.0,44.0,Al,27.0,13.0,Ge,73.0,32.0,8.392761840994353
Н,1.0,1.0,Ru,99.0,44.0,Si,29.0,14.0,Ga,71.0,31.0,11.712606813380262
Н,1.0,1.0,Ru,99.0,44.0,Ti,49.0,22.0,V,51.0,23.0,20.54875984598766
Н,1.0,1.0,Ru,99.0,44.0,Ti,50.0,22.0,V,50.0,23.0,20.446295494999504
D,2.0,1.0,Ru,99.0,44.0,Н,1.0,1.0,Ru,100.0,44.0,8.69736041170836
D,2.0,1.0,Ru,99.0,44.0,B,10.0,5.0,Zr,91.0,40.0,1.8564677413087338
D,2.0,1.0,Ru,99.0,44.0,B,11.0,5.0,Zr,90.0,40.0,6.107806813699426
D,2.0,1.0,Ru,99.0,44.0,C,12.0,6.0,Y,89.0,39.0,13.741400963204796
D,2.0,1.0,Ru,99.0,44.0,N,14.0,7.0,Sr,87.0,38.0,7.498527504998492
D,2.0,1.0,Ru,99.0,44.0,N,15.0,7.0,Sr,86.0,38.0,10.073177197395125
D,2.0,1.0,Ru,99.0,44.0,O,16.0,8.0,Rb,85.0,37.0,12.62826551370381
D,2.0,1.0,Ru,99.0,44.0,F,19.0,9.0,Kr,82.0,36.0,7.7258120654005324
D,2.0,1.0,Ru,99.0,44.0,Ne,20.0,10.0,Br,81.0,35.0,10.615306763604167
D,2.0,1.0,Ru,99.0,44.0,Ne,22.0,10.0,Br,79.0,35.0,9.733181850897381
D,2.0,1.0,Ru,99.0,44.0,Na,23.0,11.0,Se,78.0,34.0,12.166244440100854
D,2.0,1.0,Ru,99.0,44.0,Mg,26.0,12.0,As,75.0,33.0,14.914152035096777
D,2.0,1.0,Ru,99.0,44.0,Al,27.0,13.0,Ge,74.0,32.0,16.29835226770956
D,2.0,1.0,Ru,99.0,44.0,Si,30.0,14.0,Ga,71.0,31.0,20.102574172095046
D,2.0,1.0,Ru,99.0,44.0,P,31.0,15.0,Zn,70.0,30.0,19.627512181104976
D,2.0,1.0,Ru,99.0,44.0,Cl,37.0,17.0,Ni,64.0,28.0,24.523445170692867
D,2.0,1.0,Ru,99.0,44.0,Ca,46.0,20.0,Mn,55.0,25.0,26.490760709901224
D,2.0,1.0,Ru,99.0,44.0,Ti,50.0,22.0,V,51.0,23.0,29.26195565740636
Н,1.0,1.0,Mo,100.0,42.0,N,15.0,7.0,Kr,86.0,36.0,4.35007744700124
Н,1.0,1.0,Ru,100.0,44.0,C,12.0,6.0,Y,89.0,39.0,5.044040551496437
Н,1.0,1.0,Ru,100.0,44.0,N,15.0,7.0,Sr,86.0,38.0,1.3758167856867658
Н,1.0,1.0,Ru,100.0,44.0,O,16.0,8.0,Rb,85.0,37.0,3.9309051019954495
Н,1.0,1.0,Ru,100.0,44.0,Ne,20.0,10.0,Br,81.0,35.0,1.9179463518958073
Н,1.0,1.0,Ru,100.0,44.0,Ne,22.0,10.0,Br,79.0,35.0,1.0358214391890215
Н,1.0,1.0,Ru,100.0,44.0,Na,23.0,11.0,Se,78.0,34.0,3.4688840283924947
Н,1.0,1.0,Ru,100.0,44.0,Mg,26.0,12.0,As,75.0,33.0,6.216791623388417
Н,1.0,1.0,Ru,100.0,44.0,Al,27.0,13.0,Ge,74.0,32.0,7.600991856001201
Н,1.0,1.0,Ru,100.0,44.0,Si,30.0,14.0,Ga,71.0,31.0,11.405213760386687
Н,1.0,1.0,Ru,100.0,44.0,P,31.0,15.0,Zn,70.0,30.0,10.930151769396616
Н,1.0,1.0,Ru,100.0,44.0,Cl,37.0,17.0,Ni,64.0,28.0,15.826084758984507
Н,1.0,1.0,Ru,100.0,44.0,Ca,46.0,20.0,Mn,55.0,25.0,17.793400298192864
Н,1.0,1.0,Ru,100.0,44.0,Ti,50.0,22.0,V,51.0,23.0,20.564595245698
D,2.0,1.0,Ru,100.0,44.0,Н,1.0,1.0,Ru,101.0,44.0,4.82234495569719
D,2.0,1.0,Ru,100.0,44.0,B,11.0,5.0,Zr,91.0,40.0,2.3911453547043493
D,2.0,1.0,Ru,100.0,44.0,C,13.0,6.0,Y,89.0,39.0,7.766797805801616
D,2.0,1.0,Ru,100.0,44.0,N,14.0,7.0,Sr,88.0,38.0,7.70345620700391
D,2.0,1.0,Ru,100.0,44.0,N,15.0,7.0,Sr,87.0,38.0,7.56745806838444
D,2.0,1.0,Ru,100.0,44.0,O,17.0,8.0,Rb,85.0,37.0,5.8479199597932165
D,2.0,1.0,Ru,100.0,44.0,F,19.0,9.0,Kr,83.0,36.0,4.271831942605786
D,2.0,1.0,Ru,100.0,44.0,Ne,21.0,10.0,Br,81.0,35.0,6.454322618898004
Н,1.0,1.0,Ru,101.0,44.0,C,13.0,6.0,Y,89.0,39.0,2.944452850104426
Н,1.0,1.0,Ru,101.0,44.0,N,14.0,7.0,Sr,88.0,38.0,2.88111125130672
Н,1.0,1.0,Ru,101.0,44.0,N,15.0,7.0,Sr,87.0,38.0,2.7451131126872497
Н,1.0,1.0,Ru,101.0,44.0,O,17.0,8.0,Rb,85.0,37.0,1.0255750040960265
Н,1.0,1.0,Ru,101.0,44.0,Ne,21.0,10.0,Br,81.0,35.0,1.6319776632008143
D,2.0,1.0,Ru,101.0,44.0,Н,1.0,1.0,Ru,102.0,44.0,6.21958610569709
D,2.0,1.0,Ru,101.0,44.0,B,11.0,5.0,Zr,92.0,40.0,4.030574970704038
D,2.0,1.0,Ru,101.0,44.0,N,15.0,7.0,Sr,88.0,38.0,11.64740222641558
D,2.0,1.0,Ru,101.0,44.0,O,16.0,8.0,Rb,87.0,37.0,13.159217150707263
D,2.0,1.0,Ru,101.0,44.0,O,18.0,8.0,Rb,85.0,37.0,6.848344623213052
D,2.0,1.0,Ru,101.0,44.0,F,19.0,9.0,Kr,84.0,36.0,7.743510453321505
D,2.0,1.0,Ru,101.0,44.0,Ne,22.0,10.0,Br,81.0,35.0,9.774167591313017
D,2.0,1.0,Ru,101.0,44.0,Na,23.0,11.0,Se,80.0,34.0,11.119245071706246
D,2.0,1.0,Ru,101.0,44.0,Al,27.0,13.0,Ge,76.0,32.0,14.277010070713004
D,2.0,1.0,Ru,101.0,44.0,Ca,48.0,20.0,Mn,55.0,25.0,25.900193450506777
Н,1.0,1.0,Ru,102.0,44.0,N,15.0,7.0,Sr,88.0,38.0,5.427816120718489
Н,1.0,1.0,Ru,102.0,44.0,O,16.0,8.0,Rb,87.0,37.0,6.939631045010174
Н,1.0,1.0,Ru,102.0,44.0,O,18.0,8.0,Rb,85.0,37.0,0.628758517515962
Н,1.0,1.0,Ru,102.0,44.0,F,19.0,9.0,Kr,84.0,36.0,1.5239243476244155
Н,1.0,1.0,Ru,102.0,44.0,Ne,22.0,10.0,Br,81.0,35.0,3.554581485615927
Н,1.0,1.0,Ru,102.0,44.0,Na,23.0,11.0,Se,80.0,34.0,4.899658966009156
